,nombre,categoria,direccion_completa,barrio,comuna
2413,RIN Y SON SOCIAL CLUB,RESTAURANTE,SALTA 508,Monserrat,Comuna 1
2414,RIO,CAFE,SARMIENTO 4699,Almagro,Comuna 5
2415,RIO ALBA,RESTAURANTE,CERVIÃƒâ€˜O AV. 4499,Palermo,Comuna 14
2416,RIOBAMBA,CAFE,RIOBAMBA 902,Recoleta,Comuna 2
2417,RIO MALON,RESTAURANTE,SARMIENTO 2108,Balvanera,Comuna 3
2418,RIO PRIMERO,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 1517",San Nicolas,Comuna 1
2419,RIQUI,RESTAURANTE,PERDRIEL 59,Barracas,Comuna 4
2420,RISTRETTO,RESTAURANTE,SANTA FE AV. 3199,Recoleta,Comuna 2
2421,RISTRETTO BAR,RESTAURANTE,LIMA 611,Monserrat,Comuna 1
2422,RITUAL,CAFE,"MORENO, JOSE MARIA AV. 144",Caballito,Comuna 6
2423,ROBIN,BAR,25 DE MAYO 172,San Nicolas,Comuna 1
2424,ROCA,RESTAURANTE,"MITRE, BARTOLOME 1286",San Nicolas,Comuna 1
2425,RODIZINHO,CAFE,CALLAO AV. 1292,Recoleta,Comuna 2
2426,RODIZIO MADERO,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 848",Puerto Madero,Comuna 1
2427,ROJO INTENSO,RESTAURANTE,"LACROZE, FEDERICO AV. 3517",Chacarita,Comuna 15
2428,ROJO Y NEGRO,CAFE,DEL LIBERTADOR AV. 2661,Palermo,Comuna 14
2429,ROLI,BAR,HUMBERTO 1º 601,San Telmo,Comuna 1
2430,ROMA,RESTAURANTE,LAVALLE 888,San Nicolas,Comuna 1
2431,ROMARIO,RESTAURANTE,"LOPEZ, VICENTE 2102",Recoleta,Comuna 2
2432,ROMARIO,RESTAURANTE,FITZ ROY 2104,Palermo,Comuna 14
2433,ROMARIO,,JUNCAL 2864,Recoleta,Comuna 2
2434,ROMARIO,RESTAURANTE,ARENALES 2019,Recoleta,Comuna 2
2435,ROMARIO,RESTAURANTE,CABELLO 3700,Palermo,Comuna 14
2436,RONDINELLA,RESTAURANTE,ALVAREZ THOMAS AV. 12,Chacarita,Comuna 15
2437,RONDIZ DE PALERMO,RESTAURANTE,BONPLAND 1694,Palermo,Comuna 14
2438,ROND POINT,RESTAURANTE,"FIGUEROA ALCORTA, PRES. AV. 3009",Palermo,Comuna 14
2439,ROOF,RESTAURANTE,COSTA RICA 4001,Palermo,Comuna 14
2440,ROSSO,RESTAURANTE,"URIBURU JOSE E., Pres. 1305",Recoleta,Comuna 2
2441,ROTCO,,MENDOZA AV. 5207,Villa Urquiza,Comuna 12
2442,ROX,RESTAURANTE,CABILDO AV. 4148,Saavedra,Comuna 12
2443,ROXY'S,RESTAURANTE,MAIPU 470,San Nicolas,Comuna 1
2444,RUBIA RUBIA MORENA,RESTAURANTE,RIVADAVIA AV. 7374,Flores,Comuna 7
2445,RUCULA RESTO DECO BAR,RESTAURANTE,TALCAHUANO 1281,Retiro,Comuna 1
2446,RUISEÃƒâ€˜OR,BAR,LAS HERAS GENERAL AV. 3499,Palermo,Comuna 14
2447,RULO'S,RESTAURANTE,ECHEVERRIA 1290,Belgrano,Comuna 13
2448,RUM PUAM,BAR,GUATEMALA 5499,Palermo,Comuna 14
2449,RUTA DEL ALBA,RESTAURANTE,BILLINGHURST 2099,Recoleta,Comuna 2
2450,SABIS,CAFE,MORENO 723,Monserrat,Comuna 1
2451,SABOR A TANGO,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 2535",Balvanera,Comuna 3
2452,SABORES,RESTAURANTE,TALCAHUANO 850,Retiro,Comuna 1
2453,SABORES,RESTAURANTE,"ALSINA, ADOLFO 1193",Monserrat,Comuna 1
2454,SABORES CASEROS,RESTAURANTE,MAIPU 187,San Nicolas,Comuna 1
2455,SABORES COSAS RICAS,RESTAURANTE,MORENO 1207,Monserrat,Comuna 1
2456,SABOT,RESTAURANTE,25 DE MAYO 756,San Nicolas,Comuna 1
2457,SABROSON,CAFE,ALVAREZ THOMAS AV. 1384,Villa Ortuzar,Comuna 15
2458,SABROSON,CAFE,ALVAREZ THOMAS AV. 1384,Villa Ortuzar,Comuna 15
2459,SACHA,RESTAURANTE,NICARAGUA 5901,Palermo,Comuna 14
2460,SAFARI,RESTAURANTE,DEL LIBERTADOR AV. 182,Retiro,Comuna 1
2461,SAGRADO,RESTAURANTE,EL SALVADOR 4714,Palermo,Comuna 14
2462,SAHARA,RESTAURANTE,JUNIN 1735,Recoleta,Comuna 2
2463,SAINT MARGARET,RESTAURANTE,LAS HERAS GENERAL AV. 2801,Palermo,Comuna 14
2464,SAINT'S BAR,CAFE,LAVALLE 4082,Almagro,Comuna 5
2465,SALI DE LA CORNIZA,PUB,DIRECTORIO AV. 843,Caballito,Comuna 6
2466,SALON DORADO S.A,RESTAURANTE,"LEGUIZAMON, MARTINIANO 1723",Mataderos,Comuna 9
2467,SALSA CRIOLLA,RESTAURANTE,"RAMIREZ DE VELASCO, JUAN 900",Villa Crespo,Comuna 15
2468,SALSA CRIOLLA II,CONFITERIA,ESTADO PLURINACIONAL DE BOLIVIA 100,Flores,Comuna 7
2469,SALVAME MARIA,RESTAURANTE,JURAMENTO AV. 1905,Belgrano,Comuna 13
2470,SAMMY,,"BEIRO, FRANCISCO AV. 5750",Villa Real,Comuna 10
2471,SAN ANTONIO,RESTAURANTE,CASEROS AV. 2401,Parque Patricios,Comuna 4
2472,SAN ANTONIO,RESTAURANTE,"LACROZE, FEDERICO AV. 3217",Colegiales,Comuna 13
2473,SAN BABILA,RESTAURANTE,"ORTIZ, ROBERTO M., Pres. 1815",Recoleta,Comuna 2
2474,SAN CAMILO,PUB,"GALLARDO, ANGEL AV. 894",Caballito,Comuna 6
2475,SAN CARLOS,RESTAURANTE,RIVADAVIA AV. 4548,Caballito,Comuna 6
2476,SAN CARLOS,CAFE,RIVADAVIA AV. 4548,Caballito,Comuna 6
2477,SAN CAYETANO,RESTAURANTE,JURAMENTO AV. 2465,Belgrano,Comuna 13
2478,SAN CAYETANO,RESTAURANTE,ARENALES 3102,Recoleta,Comuna 2
2479,SAN CAYETANO BAR,RESTAURANTE,SARMIENTO 1906,Balvanera,Comuna 3
2480,SAN CRISTOBAL,RESTAURANTE,ENTRE RIOS AV. 1189,San Cristobal,Comuna 3
2481,SANDWICHERIA SAXO,RESTAURANTE,VIAMONTE 681,San Nicolas,Comuna 1
2482,SAN FRANCISCO,RESTAURANTE,"PERON, EVA AV. 3655",Parque Avellaneda,Comuna 9
2483,SAN GENNARO,RESTAURANTE,DIRECTORIO AV. 1900,Parque Chacabuco,Comuna 7
2484,SAN JOSE,RESTAURANTE,CONSTITUCION 1402,Constitucion,Comuna 1
2485,SAN JOSE,RESTAURANTE,SUIPACHA 245,San Nicolas,Comuna 1
2486,SAN JOSE,RESTAURANTE,CASEROS AV. 3902,Nueva Pompeya,Comuna 4
2487,SAN JOSE,RESTAURANTE,RIVADAVIA AV. 6882,Flores,Comuna 7
2488,SAN LORENZO,RESTAURANTE,LA PLATA AV. 1697,Parque Chacabuco,Comuna 7
2489,SAN MARTIN,BAR,PARAGUAY 2301,Recoleta,Comuna 2
2490,SAN MATEA,RESTAURANTE,MAIPU 701,San Nicolas,Comuna 1
2491,SAN MIGUEL,RESTAURANTE,"MONTES DE OCA, MANUEL 1002",Barracas,Comuna 4
2492,SAN MIGUEL,RESTAURANTE,"GARAY, JUAN DE AV. 3196",Parque Patricios,Comuna 4
2493,SAN MIGUEL,RESTAURANTE,"CORRIENTES AV. y JUSTO, JUAN B. AV.",Villa Crespo,Comuna 15
2494,SAN NICOLAS,BAR,PARANA 816,Recoleta,Comuna 2
2495,SAN PEDRO,RESTAURANTE,ALVAREZ JONTE AV. 5001,Monte Castro,Comuna 10
2496,SAN PEDRO,CAFE,LIMA 135,Monserrat,Comuna 1
2497,SANTA CATALINA,RESTAURANTE,SAN MARTIN 534,San Nicolas,Comuna 1
2498,SANTA CLARA,RESTAURANTE,CARRASCO AV. 23,Velez Sarsfield,Comuna 10
2499,SANTA CRUZ,RESTAURANTE,RIVADAVIA AV. 1285,San Nicolas,Comuna 1
2500,SANTA MARINA,RESTAURANTE,TALCAHUANO 224,San Nicolas,Comuna 1
2501,SAN TELMO NAIF,BAR,DEFENSA 1201,San Telmo,Comuna 1
2502,SAN TELMO PLAZA,RESTAURANTE,PERU 1017,San Telmo,Comuna 1
2503,SANTINO,RESTAURANTE,BAEZ 196,Palermo,Comuna 14
2504,SAN VILLANUEVA,RESTAURANTE,25 DE MAYO 238,San Nicolas,Comuna 1
2505,SAPORI,RESTAURANTE,SAN MARTIN 774,San Nicolas,Comuna 1
2506,SAPORO SUSHI,RESTAURANTE,COSTA RICA 4875,Palermo,Comuna 14
2507,SAQQUARA,RESTAURANTE,HONDURAS 5717,Palermo,Comuna 14
2508,SARKIS,RESTAURANTE,THAMES 1101,Villa Crespo,Comuna 15
2509,SATAY,RESTAURANTE,ARMENIA 2475,Palermo,Comuna 14
2510,SAVOY,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 1702",San Nicolas,Comuna 1
2511,SCETTA,RESTAURANTE,FRENCH 2301,Recoleta,Comuna 2
2512,SCOBIO,RESTAURANTE,CORDOBA AV. 802,San Nicolas,Comuna 1
2513,SCUZI,RESTAURANTE,CABELLO 3601,Palermo,Comuna 14
2514,SCUZZI,RESTAURANTE,CORDOBA AV. 784,San Nicolas,Comuna 1
2515,SCUZZI,RESTAURANTE,CALLAO AV. 398,Balvanera,Comuna 3
2516,SEGAFREDO ESPRESSO,RESTAURANTE,FLORIDA 102,San Nicolas,Comuna 1
2517,SEGISMUNDO CAFE & BAR,RESTAURANTE,RIOBAMBA 292,Balvanera,Comuna 3
2518,SEMETRIO,RESTAURANTE,HONDURAS 5714,Palermo,Comuna 14
2519,SENDAS,RESTAURANTE,BILLINGHURST 1690,Recoleta,Comuna 2
2520,SEÃƒâ€˜OR TANGO,RESTAURANTE,VIEYTES 1655,Barracas,Comuna 4
2521,SENSU,RESTAURANTE,FLORIDA 787,San Nicolas,Comuna 1
2522,SETTO VOCE,RESTAURANTE,DEL LIBERTADOR AV. 1098,Recoleta,Comuna 2
2523,SEU CAFE,RESTAURANTE,"MITRE, BARTOLOME 801",San Nicolas,Comuna 1
2524,SEVEN,RESTAURANTE,GORRITI 5802,Palermo,Comuna 14
2525,S. F UN LUGAR,RESTAURANTE,"CABRERA, JOSE A. 4849",Palermo,Comuna 14
2526,SHAKE,PUB,"ALBERDI, JUAN BAUTISTA AV. 7063",Mataderos,Comuna 9
2527,SHI YUAN,RESTAURANTE,TAGLE 2531,Recoleta,Comuna 2
2528,SIGA LA VACA,RESTAURANTE,"OBLIGADO RAFAEL, Av.Costanera 3640",Palermo,Comuna 14
2529,SIGA LA VACA,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1714",Puerto Madero,Comuna 1
2530,SIGI,RESTAURANTE,"SALGUERO, JERONIMO 1905",Palermo,Comuna 14
2531,SIGLO XXI,CAFE,"JUSTO, JUAN B. AV. 4120",Caballito,Comuna 6
2532,SIMPSON,CAFE,URUGUAY 1026,Recoleta,Comuna 2
2533,SINCLAIR,RESTAURANTE,SINCLAIR 3096,Palermo,Comuna 14
2534,SIN PUDOR,RESTAURANTE,CIUDAD DE LA PAZ 1128,Colegiales,Comuna 13
2535,SIRELIS,CAFE,GUATEMALA 5800,Palermo,Comuna 14
2536,SIR. HALEWYN,RESTAURANTE,PASTEUR 782,Balvanera,Comuna 3
2537,SISSI,RESTAURANTE,MALVINAS ARGENTINAS 974,Parque Chacabuco,Comuna 7
2538,SOBRE TODOS,RESTAURANTE,"YRIGOYEN, HIPOLITO 1852",Balvanera,Comuna 3
2539,SOCIAL PARAISO,CAFE,HONDURAS 5182,Palermo,Comuna 14
2540,SOCIETA DI CAFFE,CAFE,BERUTI 2600,Recoleta,Comuna 2
2541,SO. CO. GRILL & BAR,RESTAURANTE,TUCUMAN 133,San Nicolas,Comuna 1
2542,SOCRATES,CONFITERIA,"GOYENA, PEDRO AV. 1402",Caballito,Comuna 6
2543,SOFIA,RESTAURANTE,RIVERA INDARTE AV. 20,Flores,Comuna 7
2544,SOKERESA,RESTAURANTE,SOLIS 242,Monserrat,Comuna 1
2545,SOLERA,RESTAURANTE,SARMIENTO 720,San Nicolas,Comuna 1
2546,SONOMAN,RESTAURANTE,FITZ ROY 1655,Palermo,Comuna 14
2547,SOPRANO,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 1700",San Nicolas,Comuna 1
2548,SORAYA PLATA,RESTAURANTE,CABILDO AV. 658,Colegiales,Comuna 13
2549,SORRENTO,BAR,CORRIENTES AV. 668,San Nicolas,Comuna 1
2550,Sorrento Recova,RESTAURANTE,POSADAS 1053,Retiro,Comuna 1
2551,SOSTIENE PEREIRA,RESTAURANTE,FRAY JUSTO SANTAMARIA DE ORO 2899,Palermo,Comuna 14
2552,SOSTIENE PEREYRA,RESTAURANTE,RECONQUISTA 757,San Nicolas,Comuna 1
2553,SOUL CAFE,RESTAURANTE,BAEZ 246,Palermo,Comuna 14
2554,SPEED WEB,CAFE,"MONTES DE OCA, MANUEL 1186",Barracas,Comuna 4
2555,SPELL CAFE,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 740",Puerto Madero,Comuna 1
2556,SPETTUS,,"MOREAU DE JUSTO, ALICIA AV. 876",Puerto Madero,Comuna 1
2557,SPIAGGE DI NAPOLI,CONFITERIA,INDEPENDENCIA AV. 3527,Almagro,Comuna 5
2558,SPIGA,RESTAURANTE,ENTRE RIOS AV. 602,Monserrat,Comuna 1
2559,SPIRIT,RESTAURANTE,SERRANO 1550,Palermo,Comuna 14
2560,SPLENDID,RESTAURANTE,GORRITI 5099,Palermo,Comuna 14
2561,SPOCK RESTO & BAR,BAR,"PERON, JUAN DOMINGO, TTE. GENERAL 2202",Balvanera,Comuna 3
2562,SR. WILL,RESTAURANTE,SAN MARTIN 678,San Nicolas,Comuna 1
2563,STA FE 1234,RESTAURANTE,SANTA FE AV. 1234,Retiro,Comuna 1
2564,STAFF,CONFITERIA,RIVADAVIA AV. 7178,Flores,Comuna 7
2565,STAFFORD,CAFE,IBERA 1914,NuÃƒÂ±ez,Comuna 13
2566,STAR,RESTAURANTE,ESTADO DE ISRAEL AV. 4302,Almagro,Comuna 5
2567,STAR CAFE,CAFE,PUEYRREDON AV. 1430,Recoleta,Comuna 2
2568,START CAFE,RESTAURANTE,RIVADAVIA AV. 1699,San Nicolas,Comuna 1
2569,STEFANO,RESTAURANTE,GASCON 1791,Palermo,Comuna 14
2570,ST. GEORGE,CAFE,VIAMONTE 662,San Nicolas,Comuna 1
2571,ST. GEORGE & THE DRAGON,RESTAURANTE,RIOBAMBA 1020,Recoleta,Comuna 2
2572,ST. MICHAEL,CAFE,"MITRE, BARTOLOME 901",San Nicolas,Comuna 1
2573,STONE BAR- PHILOSOPHY,RESTAURANTE,GORRITI 5578,Palermo,Comuna 14
2574,STOPPY,RESTAURANTE,MOLDES 2288,Belgrano,Comuna 13
2575,STYLO CAFE,BAR,FERNANDEZ DE ENCISO 3934,Villa Devoto,Comuna 11
2576,SUA,RESTAURANTE,MEXICO 1670,Monserrat,Comuna 1
2577,SUBITO,RESTAURANTE,POSADAS 1245,Retiro,Comuna 1
2578,SUBITO PARRILLA,CAFE,POSADAS 1245,Retiro,Comuna 1
2579,SUDESTADA,RESTAURANTE,GUATEMALA 5602,Palermo,Comuna 14
2580,SUEVE,RESTAURANTE,"PELLEGRINI, CARLOS 491",San Nicolas,Comuna 1
2581,SUGARY COFEE,CAFE,"YRIGOYEN, HIPOLITO 2000",Balvanera,Comuna 3
2582,SUIPACHA 772,RESTAURANTE,SUIPACHA 772,San Nicolas,Comuna 1
2583,SUITU,RESTAURANTE,TUCUMAN 902,San Nicolas,Comuna 1
2584,SUKHOTHA,RESTAURANTE,MONTEVIDEO 1671,Retiro,Comuna 1
2585,SULIVAN'S,RESTAURANTE,"BORGES, JORGE LUIS 1702",Palermo,Comuna 14
2586,SUMALARO,CAFE,CORRIENTES AV. 2261,Balvanera,Comuna 3
2587,SUPER NOVA,RESTAURANTE,"BARROS PAZOS, JOSE 6602",Villa Riachuelo,Comuna 8
2588,SUPER PIZZA,RESTAURANTE,GODOY CRUZ 2851,Palermo,Comuna 14
2589,SUPERRED,PUB,LA PLATA AV. 351,Caballito,Comuna 6
2590,SushiClub Barrio Norte,DELIVERY & TAKE AWAY,LAS HERAS GENERAL AV. 2956,Recoleta,Comuna 2
2591,SushiClub Belgrano,DELIVERY & TAKE AWAY,MIGUELETES 984,Palermo,Comuna 14
2592,SushiClub Caballito,RESTAURANTE,"GOYENA, PEDRO AV. 878",Caballito,Comuna 6
2593,Sushiclub Devoto,RESTAURANTE,CHIVILCOY AV. 3818,Villa Devoto,Comuna 11
2594,SushiClub Las CaÃƒÂ±itas,RESTAURANTE,BAEZ 268,Palermo,Comuna 14
2595,SushiClub Madero Este,RESTAURANTE,"EYLE, PETRONA 471",Puerto Madero,Comuna 1
2596,SushiClub Palermo Hollywood,RESTAURANTE,GORRITI 5641,Palermo,Comuna 14
2597,SushiClub Puerto Madero,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 286",Puerto Madero,Comuna 1
2598,SushiClub Recova de Posadas,RESTAURANTE,9 DE JULIO AV. y POSADAS,Retiro,Comuna 1
2599,SushiClub Sinclair,RESTAURANTE,SINCLAIR 3102,Palermo,Comuna 14
2600,SWEET CAFE,CAFE,CORDOBA AV. 1735,Recoleta,Comuna 2
2601,SWEETLY PAN Y CAFE,CAFE,BERUTI 2802,Recoleta,Comuna 2
2602,SWING,BAR,LAVALLE 558,San Nicolas,Comuna 1
2603,TABARE,BAR,TALCAHUANO 857,Retiro,Comuna 1
2604,TABARE,RESTAURANTE,CHARCAS 3387,Palermo,Comuna 14
2605,TABERNA BASKA,RESTAURANTE,CHILE 980,Monserrat,Comuna 1
2606,TA! CHIVITO,RESTAURANTE,"SCALABRINI ORTIZ, RAUL 3193",Palermo,Comuna 14
2607,TACO'S,PUB,"MORENO, JOSE MARIA AV. 714",Caballito,Comuna 6
2608,TADEO,RESTAURANTE,DIRECTORIO AV. 1500,Parque Chacabuco,Comuna 7
2609,TAGLE,RESTAURANTE,TAGLE 2621,Recoleta,Comuna 2
2610,TAIPEI,BAR,SAN MARTIN AV. 6133,Agronomia,Comuna 15
2611,TAI PEI,RESTAURANTE,CABILDO AV. 4716,Saavedra,Comuna 12
2612,TAJO,CAFE,CORDOBA AV. 2602,Balvanera,Comuna 3
2613,TAKI'S,BAR,SAN MARTIN 565,San Nicolas,Comuna 1
2614,TALA BUENA,CONFITERIA,CUENCA 141,Flores,Comuna 7
2615,TALCAHUANO 999,BAR,TALCAHUANO 999,Retiro,Comuna 1
2616,TALNASSONS,RESTAURANTE,"MORENO, JOSE MARIA AV. 735",Caballito,Comuna 6
2617,TAMARACO,RESTAURANTE,SANTA FE AV. 2301,Recoleta,Comuna 2
2618,TAMIRIS,RESTAURANTE,BELGRANO AV. 1401,Monserrat,Comuna 1
2619,TANCAT,RESTAURANTE,PARAGUAY 645,Retiro,Comuna 1
2620,TAO-TAO,RESTAURANTE,CABILDO AV. 1418,Colegiales,Comuna 13
2621,TAO-TAO,RESTAURANTE,CABILDO AV. 1418,Colegiales,Comuna 13
2622,TATANA,RESTAURANTE,GORRITI 5516,Palermo,Comuna 14
2623,TATI,RESTAURANTE,RECONQUISTA 627,San Nicolas,Comuna 1
2624,TAXCO CAFE,PUB,"ALBERDI, JUAN BAUTISTA AV. 6099",Mataderos,Comuna 9
2625,TEATRIZ,RESTAURANTE,RIOBAMBA 1220,Recoleta,Comuna 2
2626,TELE LUNCH,RESTAURANTE,MAIPU 619,San Nicolas,Comuna 1
2627,TELMO BAR,RESTAURANTE,"CALVO, CARLOS 492",San Telmo,Comuna 1
2628,TE MATARE RAMIREZ,RESTAURANTE,PARAGUAY 4062,Palermo,Comuna 14
2629,TEMPLAR,RESTAURANTE,25 DE MAYO 314,San Nicolas,Comuna 1
2630,TENEDOR LIBRE,,INDEPENDENCIA AV. 1822,San Cristobal,Comuna 3
2631,TENORIO,RESTAURANTE,JUNIN 1789,Recoleta,Comuna 2
2632,TEOCALI,RESTAURANTE,"JUSTO, JUAN B. AV. 9390",Liniers,Comuna 9
2633,TERMINAL DE OMNIBUS RETIRO CONFITER,RESTAURANTE,"RAMOS MEJIA, JOSE MARIA, DR. AV. 1690",Retiro,Comuna 1
2634,TERRAZA VISTA RETIRO,RESTAURANTE,"RAMOS MEJIA, JOSE MARIA, DR. AV. 1690",Retiro,Comuna 1
2635,TERRITORIO,RESTAURANTE,ESTADOS UNIDOS 500,San Telmo,Comuna 1
2636,TERTULIANO,RESTAURANTE,HUMBOLDT 1549,Palermo,Comuna 14
2637,TESEO RESTAURANTE,RESTAURANTE,PARANA 645,San Nicolas,Comuna 1
2638,T.G.I FRIDAY'S,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1010",Puerto Madero,Comuna 1
2639,T.G.I. FRIDAY'S,RESTAURANTE,"DIAZ, CNEL. AV. 1900",Palermo,Comuna 14
2640,THEBLOW,CAFE,ESMERALDA 428,San Nicolas,Comuna 1
2641,THE COFEE STORE,,"NEWBERY, JORGE 1651",Palermo,Comuna 14
2642,THE COFFEE STORE,RESTAURANTE,LAVALLE 576,San Nicolas,Comuna 1
2643,THE COFFEE STORE,RESTAURANTE,VIAMONTE 1393,San Nicolas,Comuna 1
2644,THE COFFEE STORE,RESTAURANTE,PUEYRREDON AV. 2180,Recoleta,Comuna 2
2645,THE COFFEE STORE,CONFITERIA,SANTA FE AV. 2353,Recoleta,Comuna 2
2646,THE COFFE STORE,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1788",Puerto Madero,Comuna 1
2647,THE COUSINS,,"PUEYRREDON, HONORIO, DR. AV. 1295",Villa Crespo,Comuna 15
2648,THE FAMILY,RESTAURANTE,CASEROS AV. 2100,Parque Patricios,Comuna 4
2649,THE FOX,CAFE,PERDRIEL 27,Barracas,Comuna 4
2650,THE GRANTS,RESTAURANTE,RIVADAVIA AV. 6226,Flores,Comuna 7
2651,THE LIBRARY LOUNGE,RESTAURANTE,SALOTTI MARTHA 445,Puerto Madero,Comuna 1
2652,THOMPSON,RESTAURANTE,DIRECTORIO AV. 801,Caballito,Comuna 6
2653,THYMUS,CONFITERIA,LERMA 525,Villa Crespo,Comuna 15
2654,TIA MARGARITA,RESTAURANTE,"GOYENA, PEDRO AV. 500",Caballito,Comuna 6
2655,TIA MARIA,RESTAURANTE,DEL LIBERTADOR AV. 6301,Belgrano,Comuna 13
2656,TICARO,RESTAURANTE,LAVALLE 102,San Nicolas,Comuna 1
2657,TID' TUNA,RESTAURANTE,ARGERICH 404,Flores,Comuna 7
2658,TIEMPO CAFE,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 1755",San Nicolas,Comuna 1
2659,TIEMPO CERO,RESTAURANTE,CORRIENTES AV. 4486,Almagro,Comuna 5
2660,TIEMPO DE GITANOS,RESTAURANTE,EL SALVADOR 5575,Palermo,Comuna 14
2661,TIEMPO LIBRE,RESTAURANTE,"PERON, JUAN DOMINGO, TTE. GENERAL 1502",San Nicolas,Comuna 1
2662,TIEMPO LIBRE,RESTAURANTE,URUGUAY 96,San Nicolas,Comuna 1
2663,TIEMPO LIBRE,RESTAURANTE,ESMERALDA 761,San Nicolas,Comuna 1
2664,TIEMPO LIBRE,RESTAURANTE,SARMIENTO 1305,San Nicolas,Comuna 1
2665,TIERRA COFFEE,RESTAURANTE,HONDURAS 5700,Palermo,Comuna 14
2666,TIERRA DE PARRILLEROS,RESTAURANTE,"COSSETTINI, OLGA 901",Puerto Madero,Comuna 1
2667,TILEI,RESTAURANTE,FLORIDA 171,San Nicolas,Comuna 1
2668,TILL,BAR,"ALVEAR, MARCELO T. De 2321",Recoleta,Comuna 2
2669,TIMOTHI O' TODE,RESTAURANTE,TUCUMAN 400,San Nicolas,Comuna 1
2670,TÃƒÂ­o Felipe,RESTAURANTE,BALCARCE 739,San Telmo,Comuna 1
2671,TIO FRITZ,RESTAURANTE,"ARTIGAS, JOSE GERVASIO, GRAL. 294",Flores,Comuna 7
2672,TIO PAPA'S,RESTAURANTE,RIVADAVIA AV. 7401,Flores,Comuna 7
2673,TISSIANO,BAR,PARAGUAY 3400,Recoleta,Comuna 2
2674,TIZIA,RESTAURANTE,RIVADAVIA AV. 6880,Flores,Comuna 7
2675,TOBAS,RESTAURANTE,CORDOBA AV. 2601,Recoleta,Comuna 2
2676,TOCORORO,RESTAURANTE,"MOREAU DE JUSTO, ALICIA AV. 1050",Puerto Madero,Comuna 1
2677,TODO,RESTAURANTE,NOGOYA 3266,Villa Del Parque,Comuna 11
2678,TODO CASERO,BAR,TUCUMAN 864,San Nicolas,Comuna 1
2679,TODO MUNDO,BAR,DON ANSELMO AIETA 1095,San Telmo,Comuna 1
2680,TODOS CONTENTOS,RESTAURANTE,ARRIBEÃƒâ€˜OS 2177,Belgrano,Comuna 13
2681,TOIN & POOL,PUB,RIVADAVIA AV. 10875,Liniers,Comuna 9
2682,TOJO,PUB,"FALCON, RAMON L.,CNEL. 7124",Liniers,Comuna 9
2683,TOKYO PLAZA,BAR,URUGUAY AV. 715,San Nicolas,Comuna 1
2684,TOLOME,RESTAURANTE,"MITRE, BARTOLOME 2579",Balvanera,Comuna 3
2685,TOLON,RESTAURANTE,SANTA FE AV. 3200,Recoleta,Comuna 2
2686,TOMATO,RESTAURANTE,INDEPENDENCIA AV. 4399,Almagro,Comuna 5
2687,TOÃƒâ€˜ITO,RESTAURANTE,GASCON 307,Almagro,Comuna 5
2688,TONNO,RESTAURANTE,ARCE 401,Palermo,Comuna 14
2689,TONO ROJO,VINERIA,"SCHIAFFINO, EDUARDO 2183",Recoleta,Comuna 2
2690,TON & SON,RESTAURANTE,HONDURAS 5500,Palermo,Comuna 14
2691,TONY DEVOTO,RESTAURANTE,CHIVILCOY AV. 3856,Villa Devoto,Comuna 11
2692,TOO,RESTAURANTE,URUGUAY 1129,Retiro,Comuna 1
2693,TOPACIO,RESTAURANTE,RIVADAVIA AV. 2099,Balvanera,Comuna 3
2694,TORCUATO,VINERIA,"ALVEAR, MARCELO T. De 2499",Recoleta,Comuna 2
2695,TORENTO,RESTAURANTE,RIVADAVIA AV. 4471,Almagro,Comuna 5
2696,TORONTO,RESTAURANTE,ALVAREZ THOMAS AV. 602,Chacarita,Comuna 15
2697,TORONTO,,RIVADAVIA AV. 4471,Almagro,Comuna 5
2698,TORRE DE PIZZA,RESTAURANTE,RIVADAVIA AV. 10856,Liniers,Comuna 9
2699,TORRE PONS,RESTAURANTE,"ALVEAR, MARCELO T. De 1201",Retiro,Comuna 1
2700,TOTEM & TABU,CAFE,"YRIGOYEN, HIPOLITO 3247",Balvanera,Comuna 3
2701,TRAMWURAY CAFE,,DIRECTORIO AV. 1101,Caballito,Comuna 6
2702,TREN MIXTO,RESTAURANTE,LIMA 1713,Constitucion,Comuna 1
2703,TRES AVENIDAS,CAFE,DIRECTORIO AV. 4302,Parque Avellaneda,Comuna 9
2704,TRES BRUJAS,RESTAURANTE,"LACROZE, FEDERICO AV. 3415",Colegiales,Comuna 13
2705,TRES SABORES,RESTAURANTE,RIVADAVIA AV. 1411,San Nicolas,Comuna 1
2706,TRIANA,,LA PLATA AV. 802,Boedo,Comuna 5
2707,TRIBON,RESTAURANTE,MONTEVIDEO 723,San Nicolas,Comuna 1
2708,TRIBUNA,RESTAURANTE,MONTEVIDEO 483,San Nicolas,Comuna 1
